------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 10.2.0.1 port 5001 connected with 10.4.0.1 port 52201
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec   732 KBytes  6.00 Mbits/sec   0.078 ms    9/  519 (1.7%)
[  3]  1.0- 2.0 sec   732 KBytes  6.00 Mbits/sec   0.010 ms    0/  510 (0%)
[  3]  2.0- 3.0 sec   734 KBytes  6.01 Mbits/sec   0.004 ms    0/  511 (0%)
[  3]  3.0- 4.0 sec   732 KBytes  6.00 Mbits/sec   0.010 ms    0/  510 (0%)
[  3]  4.0- 5.0 sec   732 KBytes  6.00 Mbits/sec   0.005 ms    0/  510 (0%)
[  3]  5.0- 6.0 sec   732 KBytes  6.00 Mbits/sec   0.010 ms    0/  510 (0%)
[  3]  6.0- 7.0 sec   591 KBytes  4.85 Mbits/sec   0.458 ms    0/  412 (0%)
[  3]  7.0- 8.0 sec   593 KBytes  4.86 Mbits/sec   0.490 ms    0/  413 (0%)
[  3]  8.0- 9.0 sec   593 KBytes  4.86 Mbits/sec   0.459 ms    0/  413 (0%)
[  3]  9.0-10.0 sec   594 KBytes  4.87 Mbits/sec   0.466 ms    0/  414 (0%)
[  3] 10.0-11.0 sec   589 KBytes  4.82 Mbits/sec   0.470 ms    0/  410 (0%)
[  3] 24.0-25.0 sec   731 KBytes  5.99 Mbits/sec   0.562 ms    1/  510 (0.2%)
[  3] 25.0-26.0 sec   726 KBytes  5.95 Mbits/sec   0.587 ms    4/  510 (0.78%)
[  3] 26.0-27.0 sec   732 KBytes  6.00 Mbits/sec   0.575 ms    1/  511 (0.2%)
[  3] 27.0-28.0 sec   728 KBytes  5.96 Mbits/sec   0.584 ms    3/  510 (0.59%)
[  3] 28.0-29.0 sec   725 KBytes  5.94 Mbits/sec   0.571 ms    5/  510 (0.98%)
[  3] 29.0-30.0 sec   729 KBytes  5.97 Mbits/sec   0.578 ms    2/  510 (0.39%)
[  3] 30.0-31.0 sec   653 KBytes  5.35 Mbits/sec   0.599 ms    1/  456 (0.22%)
[  3] 31.0-32.0 sec   655 KBytes  5.36 Mbits/sec   0.587 ms    2/  458 (0.44%)
[  3] 32.0-33.0 sec   657 KBytes  5.39 Mbits/sec   0.683 ms    1/  459 (0.22%)
[  3] 33.0-34.0 sec   655 KBytes  5.36 Mbits/sec   0.595 ms    1/  457 (0.22%)
[  3] 34.0-35.0 sec   653 KBytes  5.35 Mbits/sec   0.574 ms    4/  459 (0.87%)
[  3] 35.0-36.0 sec   655 KBytes  5.36 Mbits/sec   0.571 ms    2/  458 (0.44%)
[  3] 36.0-37.0 sec   656 KBytes  5.37 Mbits/sec   0.516 ms    0/  457 (0%)
[  3] 37.0-38.0 sec   713 KBytes  5.84 Mbits/sec   0.716 ms    6/  503 (1.2%)
[  3] 38.0-39.0 sec   734 KBytes  6.01 Mbits/sec   0.773 ms    1/  512 (0.2%)
[  3] 39.0-40.0 sec   728 KBytes  5.96 Mbits/sec   0.632 ms    3/  510 (0.59%)
[  3] 40.0-41.0 sec   729 KBytes  5.97 Mbits/sec   0.663 ms    4/  512 (0.78%)
[  3] 41.0-42.0 sec   726 KBytes  5.95 Mbits/sec   0.578 ms    4/  510 (0.78%)
[  3] 42.0-43.0 sec   728 KBytes  5.96 Mbits/sec   0.538 ms    3/  510 (0.59%)
[  3] 43.0-44.0 sec   728 KBytes  5.96 Mbits/sec   0.588 ms    0/  507 (0%)
[  3] 44.0-45.0 sec   729 KBytes  5.97 Mbits/sec   0.581 ms    2/  510 (0.39%)
[  3] 45.0-46.0 sec   732 KBytes  6.00 Mbits/sec   0.576 ms    1/  511 (0.2%)
[  3] 46.0-47.0 sec   732 KBytes  6.00 Mbits/sec   0.659 ms    2/  512 (0.39%)
[  3] 47.0-48.0 sec   726 KBytes  5.95 Mbits/sec   0.636 ms    3/  509 (0.59%)
[  3] 48.0-49.0 sec   724 KBytes  5.93 Mbits/sec   0.626 ms    3/  507 (0.59%)
[  3] 49.0-50.0 sec   728 KBytes  5.96 Mbits/sec   0.717 ms    6/  513 (1.2%)
[  3] 50.0-51.0 sec   726 KBytes  5.95 Mbits/sec   0.674 ms    2/  508 (0.39%)
[  3] 51.0-52.0 sec   719 KBytes  5.89 Mbits/sec   0.592 ms    5/  506 (0.99%)
[  3] 52.0-53.0 sec   726 KBytes  5.95 Mbits/sec   0.558 ms    1/  507 (0.2%)
[  3] 53.0-54.0 sec   725 KBytes  5.94 Mbits/sec   0.562 ms    3/  508 (0.59%)
[  3] 54.0-55.0 sec   712 KBytes  5.83 Mbits/sec   0.660 ms    9/  505 (1.8%)
[  3] 55.0-56.0 sec   726 KBytes  5.95 Mbits/sec   0.583 ms    4/  510 (0.78%)
[  3] 56.0-57.0 sec   716 KBytes  5.87 Mbits/sec   0.587 ms   13/  512 (2.5%)
[  3] 57.0-58.0 sec   718 KBytes  5.88 Mbits/sec   0.557 ms    7/  507 (1.4%)
[  3] 58.0-59.0 sec   725 KBytes  5.94 Mbits/sec   0.572 ms    5/  510 (0.98%)
[  3] 59.0-60.0 sec   718 KBytes  5.88 Mbits/sec   0.565 ms    5/  505 (0.99%)
[  3] 60.0-61.0 sec   722 KBytes  5.92 Mbits/sec   0.566 ms    9/  512 (1.8%)
[  3] 61.0-62.0 sec   716 KBytes  5.87 Mbits/sec   0.636 ms    7/  506 (1.4%)
[  3] 62.0-63.0 sec   715 KBytes  5.86 Mbits/sec   0.726 ms    6/  504 (1.2%)
[  3] 63.0-64.0 sec   719 KBytes  5.89 Mbits/sec   0.588 ms    8/  509 (1.6%)
[  3] 64.0-65.0 sec   724 KBytes  5.93 Mbits/sec   0.653 ms    6/  510 (1.2%)
[  3] 65.0-66.0 sec   715 KBytes  5.86 Mbits/sec   0.585 ms    6/  504 (1.2%)
[  3] 66.0-67.0 sec   718 KBytes  5.88 Mbits/sec   0.568 ms    6/  506 (1.2%)
[  3] 67.0-68.0 sec   719 KBytes  5.89 Mbits/sec   0.662 ms    9/  510 (1.8%)
[  3] 68.0-69.0 sec   715 KBytes  5.86 Mbits/sec   0.540 ms   17/  515 (3.3%)
[  3] 69.0-70.0 sec   726 KBytes  5.95 Mbits/sec   0.560 ms    5/  511 (0.98%)
[  3] 70.0-71.0 sec   716 KBytes  5.87 Mbits/sec   0.552 ms    9/  508 (1.8%)
[  3] 71.0-72.0 sec   725 KBytes  5.94 Mbits/sec   0.576 ms    7/  512 (1.4%)
[  3] 72.0-73.0 sec   726 KBytes  5.95 Mbits/sec   0.561 ms    9/  515 (1.7%)
[  3] 73.0-74.0 sec   722 KBytes  5.92 Mbits/sec   0.552 ms    8/  511 (1.6%)
[  3] 74.0-75.0 sec   719 KBytes  5.89 Mbits/sec   0.690 ms    4/  505 (0.79%)
[  3] 75.0-76.0 sec   724 KBytes  5.93 Mbits/sec   0.549 ms    4/  508 (0.79%)
[  3] 76.0-77.0 sec   725 KBytes  5.94 Mbits/sec   0.650 ms    7/  512 (1.4%)
[  3] 77.0-78.0 sec   722 KBytes  5.92 Mbits/sec   0.570 ms    6/  509 (1.2%)
[  3] 78.0-79.0 sec   726 KBytes  5.95 Mbits/sec   0.586 ms    5/  511 (0.98%)
[  3] 79.0-80.0 sec   718 KBytes  5.88 Mbits/sec   0.678 ms    8/  508 (1.6%)
[  3] 80.0-81.0 sec   724 KBytes  5.93 Mbits/sec   0.654 ms    7/  511 (1.4%)
[  3] 81.0-82.0 sec   721 KBytes  5.90 Mbits/sec   0.614 ms    5/  507 (0.99%)
[  3] 82.0-83.0 sec   719 KBytes  5.89 Mbits/sec   0.624 ms   11/  512 (2.1%)
[  3] 83.0-84.0 sec   721 KBytes  5.90 Mbits/sec   0.604 ms    8/  510 (1.6%)
[  3] 84.0-85.0 sec   715 KBytes  5.86 Mbits/sec   0.642 ms    6/  504 (1.2%)
[  3] 85.0-86.0 sec   725 KBytes  5.94 Mbits/sec   0.624 ms    1/  506 (0.2%)
[  3] 86.0-87.0 sec   726 KBytes  5.95 Mbits/sec   0.589 ms    7/  513 (1.4%)
[  3] 87.0-88.0 sec   722 KBytes  5.92 Mbits/sec   0.675 ms    4/  507 (0.79%)
[  3] 88.0-89.0 sec   725 KBytes  5.94 Mbits/sec   0.589 ms    5/  510 (0.98%)
[  3] 89.0-90.0 sec   725 KBytes  5.94 Mbits/sec   0.756 ms    4/  509 (0.79%)
[  3] 90.0-91.0 sec   716 KBytes  5.87 Mbits/sec   0.569 ms    6/  505 (1.2%)
[  3] 91.0-92.0 sec   729 KBytes  5.97 Mbits/sec   0.599 ms    7/  515 (1.4%)
[  3] 92.0-93.0 sec   712 KBytes  5.83 Mbits/sec   0.638 ms   16/  512 (3.1%)
[  3] 93.0-94.0 sec   722 KBytes  5.92 Mbits/sec   0.661 ms    7/  510 (1.4%)
[  3] 94.0-95.0 sec   726 KBytes  5.95 Mbits/sec   0.570 ms    4/  510 (0.78%)
[  3] 95.0-96.0 sec   725 KBytes  5.94 Mbits/sec   0.653 ms    5/  510 (0.98%)
[  3] 96.0-97.0 sec   722 KBytes  5.92 Mbits/sec   0.625 ms    9/  512 (1.8%)
[  3] 97.0-98.0 sec   713 KBytes  5.84 Mbits/sec   0.634 ms    3/  500 (0.6%)
[  3] 98.0-99.0 sec   722 KBytes  5.92 Mbits/sec   0.571 ms    8/  511 (1.6%)
[  3] 99.0-100.0 sec   716 KBytes  5.87 Mbits/sec   0.600 ms    7/  506 (1.4%)
[  3] 100.0-101.0 sec   724 KBytes  5.93 Mbits/sec   0.539 ms    7/  511 (1.4%)
[  3] 101.0-102.0 sec   726 KBytes  5.95 Mbits/sec   0.626 ms    3/  509 (0.59%)
[  3] 102.0-103.0 sec   736 KBytes  6.03 Mbits/sec   0.641 ms    3/  516 (0.58%)
[  3] 103.0-104.0 sec   716 KBytes  5.87 Mbits/sec   0.597 ms    2/  501 (0.4%)
[  3] 104.0-105.0 sec   722 KBytes  5.92 Mbits/sec   0.638 ms    5/  508 (0.98%)
[  3] 105.0-106.0 sec   725 KBytes  5.94 Mbits/sec   0.583 ms    5/  510 (0.98%)
[  3] 106.0-107.0 sec   719 KBytes  5.89 Mbits/sec   0.625 ms    7/  508 (1.4%)
[  3] 107.0-108.0 sec   724 KBytes  5.93 Mbits/sec   0.563 ms    2/  506 (0.4%)
[  3] 108.0-109.0 sec   721 KBytes  5.90 Mbits/sec   0.698 ms    7/  509 (1.4%)
[  3] 109.0-110.0 sec   721 KBytes  5.90 Mbits/sec   0.626 ms    7/  509 (1.4%)
[  3] 110.0-111.0 sec   722 KBytes  5.92 Mbits/sec   0.588 ms    6/  509 (1.2%)
[  3] 111.0-112.0 sec   719 KBytes  5.89 Mbits/sec   0.615 ms   13/  514 (2.5%)
[  3] 112.0-113.0 sec   722 KBytes  5.92 Mbits/sec   0.636 ms    4/  507 (0.79%)
[  3] 113.0-114.0 sec   722 KBytes  5.92 Mbits/sec   0.685 ms    4/  507 (0.79%)
[  3] 114.0-115.0 sec   716 KBytes  5.87 Mbits/sec   0.591 ms    8/  507 (1.6%)
[  3] 115.0-116.0 sec   728 KBytes  5.96 Mbits/sec   0.671 ms    3/  510 (0.59%)
[  3] 116.0-117.0 sec   732 KBytes  6.00 Mbits/sec   0.614 ms    3/  513 (0.58%)
[  3] 117.0-118.0 sec   726 KBytes  5.95 Mbits/sec   0.489 ms    3/  509 (0.59%)
[  3] 118.0-119.0 sec   726 KBytes  5.95 Mbits/sec   0.581 ms    3/  509 (0.59%)
[  3]  0.0-119.3 sec  83.1 MBytes  5.84 Mbits/sec   0.792 ms  529/59784 (0.88%)
[  3]  0.0-119.3 sec  1 datagrams received out-of-order
