------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 10.5.0.2 port 5001 connected with 10.1.0.1 port 45644
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec   854 KBytes  7.00 Mbits/sec   0.005 ms    0/  595 (0%)
[  3]  1.0- 2.0 sec   854 KBytes  7.00 Mbits/sec   0.032 ms    0/  595 (0%)
[  3]  2.0- 3.0 sec   856 KBytes  7.01 Mbits/sec   0.008 ms    0/  596 (0%)
[  3]  3.0- 4.0 sec   854 KBytes  7.00 Mbits/sec   0.007 ms    0/  595 (0%)
[  3]  4.0- 5.0 sec   854 KBytes  7.00 Mbits/sec   0.011 ms    0/  595 (0%)
[  3]  5.0- 6.0 sec   854 KBytes  7.00 Mbits/sec   0.016 ms    0/  595 (0%)
[  3]  6.0- 7.0 sec   856 KBytes  7.01 Mbits/sec   0.007 ms    0/  596 (0%)
[  3]  7.0- 8.0 sec   854 KBytes  7.00 Mbits/sec   0.011 ms    0/  595 (0%)
[  3]  8.0- 9.0 sec   854 KBytes  7.00 Mbits/sec   0.009 ms    0/  595 (0%)
[  3]  9.0-10.0 sec   854 KBytes  7.00 Mbits/sec   0.007 ms    0/  595 (0%)
[  3] 10.0-11.0 sec   854 KBytes  7.00 Mbits/sec   0.007 ms    0/  595 (0%)
[  3] 50.0-51.0 sec   333 KBytes  2.73 Mbits/sec   0.242 ms  362/  594 (61%)
[  3] 51.0-52.0 sec   339 KBytes  2.78 Mbits/sec   0.420 ms  356/  592 (60%)
[  3] 52.0-53.0 sec   332 KBytes  2.72 Mbits/sec   0.246 ms  363/  594 (61%)
[  3] 53.0-54.0 sec   350 KBytes  2.87 Mbits/sec   0.284 ms  357/  601 (59%)
[  3] 54.0-55.0 sec   332 KBytes  2.72 Mbits/sec   0.255 ms  363/  594 (61%)
[  3] 55.0-56.0 sec   334 KBytes  2.74 Mbits/sec   0.303 ms  363/  596 (61%)
[  3] 56.0-57.0 sec   334 KBytes  2.74 Mbits/sec   0.289 ms  361/  594 (61%)
[  3] 57.0-58.0 sec   330 KBytes  2.70 Mbits/sec   0.231 ms  362/  592 (61%)
[  3] 58.0-59.0 sec   352 KBytes  2.88 Mbits/sec   0.400 ms  344/  589 (58%)
[  3] 59.0-60.0 sec   313 KBytes  2.56 Mbits/sec   1.132 ms  340/  558 (61%)
[  3] 60.0-61.0 sec   296 KBytes  2.42 Mbits/sec   1.194 ms  316/  522 (61%)
[  3] 61.0-62.0 sec   403 KBytes  3.30 Mbits/sec   0.279 ms  436/  717 (61%)
[  3] 62.0-63.0 sec   334 KBytes  2.74 Mbits/sec   0.229 ms  361/  594 (61%)
[  3] 63.0-64.0 sec   333 KBytes  2.73 Mbits/sec   0.351 ms  360/  592 (61%)
[  3] 64.0-65.0 sec   330 KBytes  2.70 Mbits/sec   0.371 ms  367/  597 (61%)
[  3] 65.0-66.0 sec   336 KBytes  2.75 Mbits/sec   0.391 ms  363/  597 (61%)
[  3] 66.0-67.0 sec   336 KBytes  2.75 Mbits/sec   0.241 ms  357/  591 (60%)
[  3] 67.0-68.0 sec   337 KBytes  2.76 Mbits/sec   0.467 ms  362/  597 (61%)
[  3] 68.0-69.0 sec   332 KBytes  2.72 Mbits/sec   0.254 ms  358/  589 (61%)
[  3] 69.0-70.0 sec   346 KBytes  2.83 Mbits/sec   0.565 ms  349/  590 (59%)
[  3] 70.0-71.0 sec   333 KBytes  2.73 Mbits/sec   0.350 ms  362/  594 (61%)
[  3] 71.0-72.0 sec   336 KBytes  2.75 Mbits/sec   0.891 ms  352/  586 (60%)
[  3] 72.0-73.0 sec   339 KBytes  2.78 Mbits/sec   0.623 ms  390/  626 (62%)
[  3] 73.0-74.0 sec   345 KBytes  2.82 Mbits/sec   0.430 ms  358/  598 (60%)
[  3] 74.0-75.0 sec   333 KBytes  2.73 Mbits/sec   0.510 ms  367/  599 (61%)
[  3] 75.0-76.0 sec   349 KBytes  2.86 Mbits/sec   0.476 ms  351/  594 (59%)
[  3] 76.0-77.0 sec   378 KBytes  3.09 Mbits/sec   0.731 ms  337/  600 (56%)
[  3] 77.0-78.0 sec   350 KBytes  2.87 Mbits/sec   0.457 ms  358/  602 (59%)
[  3] 78.0-79.0 sec   355 KBytes  2.90 Mbits/sec   0.605 ms  349/  596 (59%)
[  3] 79.0-80.0 sec   349 KBytes  2.86 Mbits/sec   0.481 ms  351/  594 (59%)
[  3] 80.0-81.0 sec   373 KBytes  3.06 Mbits/sec   0.808 ms  333/  593 (56%)
[  3] 81.0-82.0 sec   369 KBytes  3.02 Mbits/sec   0.593 ms  337/  594 (57%)
[  3] 82.0-83.0 sec   360 KBytes  2.95 Mbits/sec   0.534 ms  349/  600 (58%)
[  3] 83.0-84.0 sec   356 KBytes  2.92 Mbits/sec   0.669 ms  343/  591 (58%)
[  3] 84.0-85.0 sec   385 KBytes  3.15 Mbits/sec   0.932 ms  326/  594 (55%)
[  3] 85.0-86.0 sec   357 KBytes  2.93 Mbits/sec   0.393 ms  353/  602 (59%)
[  3] 86.0-87.0 sec   363 KBytes  2.98 Mbits/sec   0.433 ms  333/  586 (57%)
[  3] 87.0-88.0 sec   353 KBytes  2.89 Mbits/sec   0.447 ms  358/  604 (59%)
[  3] 88.0-89.0 sec   349 KBytes  2.86 Mbits/sec   0.831 ms  340/  583 (58%)
[  3] 89.0-90.0 sec   353 KBytes  2.89 Mbits/sec   0.282 ms  359/  605 (59%)
[  3] 90.0-91.0 sec   360 KBytes  2.95 Mbits/sec   0.299 ms  342/  593 (58%)
[  3] 91.0-92.0 sec   359 KBytes  2.94 Mbits/sec   0.355 ms  347/  597 (58%)
[  3] 92.0-93.0 sec   356 KBytes  2.92 Mbits/sec   0.377 ms  347/  595 (58%)
[  3] 93.0-94.0 sec   350 KBytes  2.87 Mbits/sec   0.334 ms  345/  589 (59%)
[  3] 94.0-95.0 sec   379 KBytes  3.10 Mbits/sec   0.281 ms  330/  594 (56%)
[  3] 95.0-96.0 sec   352 KBytes  2.88 Mbits/sec   0.348 ms  358/  603 (59%)
[  3] 96.0-97.0 sec   365 KBytes  2.99 Mbits/sec   0.417 ms  342/  596 (57%)
[  3] 97.0-98.0 sec   355 KBytes  2.90 Mbits/sec   0.406 ms  349/  596 (59%)
[  3] 98.0-99.0 sec   357 KBytes  2.93 Mbits/sec   0.404 ms  345/  594 (58%)
[  3] 99.0-100.0 sec   356 KBytes  2.92 Mbits/sec   0.356 ms  346/  594 (58%)
[  3] 100.0-101.0 sec   379 KBytes  3.10 Mbits/sec   0.870 ms  324/  588 (55%)
[  3] 101.0-102.0 sec   368 KBytes  3.01 Mbits/sec   0.321 ms  346/  602 (57%)
[  3] 102.0-103.0 sec   360 KBytes  2.95 Mbits/sec   0.380 ms  350/  601 (58%)
[  3] 103.0-104.0 sec   369 KBytes  3.02 Mbits/sec   0.510 ms  338/  595 (57%)
[  3] 104.0-105.0 sec   362 KBytes  2.96 Mbits/sec   0.537 ms  348/  600 (58%)
[  3] 105.0-106.0 sec   362 KBytes  2.96 Mbits/sec   0.672 ms  332/  584 (57%)
[  3] 106.0-107.0 sec   356 KBytes  2.92 Mbits/sec   0.497 ms  349/  597 (58%)
[  3] 107.0-108.0 sec   380 KBytes  3.12 Mbits/sec   0.543 ms  332/  597 (56%)
[  3] 108.0-109.0 sec   366 KBytes  3.00 Mbits/sec   0.503 ms  346/  601 (58%)
[  3] 109.0-110.0 sec   360 KBytes  2.95 Mbits/sec   0.420 ms  341/  592 (58%)
[  3] 110.0-111.0 sec   366 KBytes  3.00 Mbits/sec   0.420 ms  342/  597 (57%)
[  3] 111.0-112.0 sec   359 KBytes  2.94 Mbits/sec   0.840 ms  334/  584 (57%)
[  3] 112.0-113.0 sec   353 KBytes  2.89 Mbits/sec   0.355 ms  353/  599 (59%)
[  3] 113.0-114.0 sec   375 KBytes  3.07 Mbits/sec   1.143 ms  333/  594 (56%)
[  3] 114.0-115.0 sec   360 KBytes  2.95 Mbits/sec   0.891 ms  348/  599 (58%)
[  3] 115.0-116.0 sec   353 KBytes  2.89 Mbits/sec   0.976 ms  338/  584 (58%)
[  3] 116.0-117.0 sec   365 KBytes  2.99 Mbits/sec   0.562 ms  351/  605 (58%)
[  3] 117.0-118.0 sec   342 KBytes  2.80 Mbits/sec   0.463 ms  355/  593 (60%)
[  3] 118.0-119.0 sec   372 KBytes  3.05 Mbits/sec   0.427 ms  342/  601 (57%)
[  3] 119.0-120.0 sec   365 KBytes  2.99 Mbits/sec   0.403 ms  338/  592 (57%)
[  3] 120.0-121.0 sec   357 KBytes  2.93 Mbits/sec   0.386 ms  346/  595 (58%)
[  3] 121.0-122.0 sec   577 KBytes  4.73 Mbits/sec   0.567 ms  188/  590 (32%)
[  3] 122.0-123.0 sec   810 KBytes  6.63 Mbits/sec   0.615 ms    0/  564 (0%)
[  3] 123.0-124.0 sec   843 KBytes  6.90 Mbits/sec   0.624 ms    0/  587 (0%)
[  3] 124.0-125.0 sec   600 KBytes  4.92 Mbits/sec   1.108 ms    0/  418 (0%)
[  3] 125.0-126.0 sec   577 KBytes  4.73 Mbits/sec   0.700 ms  141/  543 (26%)
[  3] 126.0-127.0 sec   434 KBytes  3.55 Mbits/sec   1.604 ms  411/  713 (58%)
[  3] 127.0-128.0 sec   458 KBytes  3.75 Mbits/sec   0.646 ms  436/  755 (58%)
[  3] 128.0-129.0 sec   359 KBytes  2.94 Mbits/sec   0.516 ms  341/  591 (58%)
[  3] 129.0-130.0 sec   376 KBytes  3.08 Mbits/sec   0.559 ms  332/  594 (56%)
[  3] 130.0-131.0 sec   345 KBytes  2.82 Mbits/sec   0.416 ms  362/  602 (60%)
[  3] 131.0-132.0 sec   363 KBytes  2.98 Mbits/sec   0.655 ms  341/  594 (57%)
[  3] 132.0-133.0 sec   380 KBytes  3.12 Mbits/sec   0.709 ms  327/  592 (55%)
[  3] 133.0-134.0 sec   350 KBytes  2.87 Mbits/sec   0.374 ms  349/  593 (59%)
[  3] 134.0-135.0 sec   352 KBytes  2.88 Mbits/sec   0.310 ms  345/  590 (58%)
[  3] 135.0-136.0 sec   347 KBytes  2.85 Mbits/sec   0.296 ms  340/  582 (58%)
[  3]  0.0-136.4 sec  55.1 MBytes  3.39 Mbits/sec   0.523 ms 41170/80469 (51%)
[  3]  0.0-136.4 sec  1 datagrams received out-of-order
