------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 10.5.0.2 port 5001 connected with 10.3.0.2 port 58580
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec   488 KBytes  4.00 Mbits/sec   0.030 ms    0/  340 (0%)
[  3]  1.0- 2.0 sec   488 KBytes  4.00 Mbits/sec   0.011 ms    0/  340 (0%)
[  3]  2.0- 3.0 sec   488 KBytes  4.00 Mbits/sec   0.040 ms    0/  340 (0%)
[  3]  3.0- 4.0 sec   488 KBytes  4.00 Mbits/sec   0.013 ms    0/  340 (0%)
[  3]  4.0- 5.0 sec   488 KBytes  4.00 Mbits/sec   0.013 ms    0/  340 (0%)
[  3]  5.0- 6.0 sec   488 KBytes  4.00 Mbits/sec   0.010 ms    0/  340 (0%)
[  3]  6.0- 7.0 sec   396 KBytes  3.25 Mbits/sec   0.690 ms    0/  276 (0%)
[  3]  7.0- 8.0 sec   396 KBytes  3.25 Mbits/sec   0.689 ms    0/  276 (0%)
[  3]  8.0- 9.0 sec   395 KBytes  3.23 Mbits/sec   0.744 ms    0/  275 (0%)
[  3]  9.0-10.0 sec   396 KBytes  3.25 Mbits/sec   0.717 ms    0/  276 (0%)
[  3] 10.0-11.0 sec   396 KBytes  3.25 Mbits/sec   0.693 ms    0/  276 (0%)
[  3] 34.0-35.0 sec   492 KBytes  4.03 Mbits/sec   0.664 ms    1/  344 (0.29%)
[  3] 35.0-36.0 sec   488 KBytes  4.00 Mbits/sec   0.602 ms    0/  340 (0%)
[  3] 36.0-37.0 sec   490 KBytes  4.01 Mbits/sec   0.583 ms    0/  341 (0%)
[  3] 37.0-38.0 sec   481 KBytes  3.94 Mbits/sec   0.604 ms    0/  335 (0%)
[  3] 38.0-39.0 sec   492 KBytes  4.03 Mbits/sec   0.581 ms    2/  345 (0.58%)
[  3] 39.0-40.0 sec   485 KBytes  3.97 Mbits/sec   0.505 ms    2/  340 (0.59%)
[  3] 40.0-41.0 sec   487 KBytes  3.99 Mbits/sec   0.600 ms    1/  340 (0.29%)
[  3] 41.0-42.0 sec   482 KBytes  3.95 Mbits/sec   0.703 ms    0/  336 (0%)
[  3] 42.0-43.0 sec   487 KBytes  3.99 Mbits/sec   0.608 ms    2/  341 (0.59%)
[  3] 43.0-44.0 sec   494 KBytes  4.05 Mbits/sec   0.582 ms    0/  344 (0%)
[  3] 44.0-45.0 sec   484 KBytes  3.96 Mbits/sec   0.726 ms    2/  339 (0.59%)
[  3] 45.0-46.0 sec   488 KBytes  4.00 Mbits/sec   0.623 ms    1/  341 (0.29%)
[  3] 46.0-47.0 sec   484 KBytes  3.96 Mbits/sec   0.585 ms    0/  337 (0%)
[  3] 47.0-48.0 sec   490 KBytes  4.01 Mbits/sec   1.198 ms    0/  341 (0%)
[  3] 48.0-49.0 sec   490 KBytes  4.01 Mbits/sec   0.577 ms    1/  342 (0.29%)
[  3] 49.0-50.0 sec   487 KBytes  3.99 Mbits/sec   0.816 ms    1/  340 (0.29%)
[  3] 50.0-51.0 sec   488 KBytes  4.00 Mbits/sec   0.591 ms    0/  340 (0%)
[  3] 51.0-52.0 sec   488 KBytes  4.00 Mbits/sec   0.575 ms    1/  341 (0.29%)
[  3] 52.0-53.0 sec   488 KBytes  4.00 Mbits/sec   0.597 ms    0/  340 (0%)
[  3] 53.0-54.0 sec   477 KBytes  3.90 Mbits/sec   0.682 ms    8/  340 (2.4%)
[  3] 54.0-55.0 sec   484 KBytes  3.96 Mbits/sec   0.662 ms   10/  347 (2.9%)
[  3] 55.0-56.0 sec   477 KBytes  3.90 Mbits/sec   0.589 ms    8/  340 (2.4%)
[  3] 56.0-57.0 sec   481 KBytes  3.94 Mbits/sec   0.603 ms    6/  341 (1.8%)
[  3] 57.0-58.0 sec   484 KBytes  3.96 Mbits/sec   0.670 ms    3/  340 (0.88%)
[  3] 58.0-59.0 sec   475 KBytes  3.89 Mbits/sec   0.589 ms   10/  341 (2.9%)
[  3] 59.0-60.0 sec   472 KBytes  3.87 Mbits/sec   0.692 ms    9/  338 (2.7%)
[  3] 60.0-61.0 sec   478 KBytes  3.92 Mbits/sec   0.648 ms    7/  340 (2.1%)
[  3] 61.0-62.0 sec   479 KBytes  3.93 Mbits/sec   0.621 ms    7/  341 (2.1%)
[  3] 62.0-63.0 sec   478 KBytes  3.92 Mbits/sec   0.683 ms    9/  342 (2.6%)
[  3] 63.0-64.0 sec   475 KBytes  3.89 Mbits/sec   0.604 ms    8/  339 (2.4%)
[  3] 64.0-65.0 sec   477 KBytes  3.90 Mbits/sec   0.614 ms    7/  339 (2.1%)
[  3] 65.0-66.0 sec   469 KBytes  3.85 Mbits/sec   0.659 ms   10/  337 (3%)
[  3] 66.0-67.0 sec   471 KBytes  3.86 Mbits/sec   0.598 ms   16/  344 (4.7%)
[  3] 67.0-68.0 sec   477 KBytes  3.90 Mbits/sec   0.610 ms    8/  340 (2.4%)
[  3] 68.0-69.0 sec   474 KBytes  3.88 Mbits/sec   0.604 ms    8/  338 (2.4%)
[  3] 69.0-70.0 sec   479 KBytes  3.93 Mbits/sec   0.599 ms    7/  341 (2.1%)
[  3] 70.0-71.0 sec   478 KBytes  3.92 Mbits/sec   0.595 ms    6/  339 (1.8%)
[  3] 71.0-72.0 sec   481 KBytes  3.94 Mbits/sec   0.623 ms    8/  343 (2.3%)
[  3] 72.0-73.0 sec   477 KBytes  3.90 Mbits/sec   0.647 ms    6/  338 (1.8%)
[  3] 73.0-74.0 sec   481 KBytes  3.94 Mbits/sec   0.639 ms    4/  339 (1.2%)
[  3] 74.0-75.0 sec   482 KBytes  3.95 Mbits/sec   0.630 ms    7/  343 (2%)
[  3] 75.0-76.0 sec   477 KBytes  3.90 Mbits/sec   0.621 ms   10/  342 (2.9%)
[  3] 76.0-77.0 sec   472 KBytes  3.87 Mbits/sec   0.578 ms    9/  338 (2.7%)
[  3] 77.0-78.0 sec   481 KBytes  3.94 Mbits/sec   0.673 ms    7/  342 (2%)
[  3] 78.0-79.0 sec   478 KBytes  3.92 Mbits/sec   0.577 ms    7/  340 (2.1%)
[  3] 79.0-80.0 sec   475 KBytes  3.89 Mbits/sec   0.620 ms    7/  338 (2.1%)
[  3] 80.0-81.0 sec   481 KBytes  3.94 Mbits/sec   0.636 ms    6/  341 (1.8%)
[  3] 81.0-82.0 sec   474 KBytes  3.88 Mbits/sec   0.683 ms    6/  336 (1.8%)
[  3] 82.0-83.0 sec   484 KBytes  3.96 Mbits/sec   0.819 ms    7/  344 (2%)
[  3] 83.0-84.0 sec   481 KBytes  3.94 Mbits/sec   0.639 ms    4/  339 (1.2%)
[  3] 84.0-85.0 sec   475 KBytes  3.89 Mbits/sec   0.617 ms   10/  341 (2.9%)
[  3] 85.0-86.0 sec   469 KBytes  3.85 Mbits/sec   0.599 ms    8/  335 (2.4%)
[  3] 86.0-87.0 sec   488 KBytes  4.00 Mbits/sec   0.663 ms    5/  345 (1.4%)
[  3] 87.0-88.0 sec   482 KBytes  3.95 Mbits/sec   0.590 ms    5/  341 (1.5%)
[  3] 88.0-89.0 sec   474 KBytes  3.88 Mbits/sec   1.112 ms    8/  338 (2.4%)
[  3] 89.0-90.0 sec   478 KBytes  3.92 Mbits/sec   0.711 ms    8/  341 (2.3%)
[  3] 90.0-91.0 sec   475 KBytes  3.89 Mbits/sec   0.649 ms   10/  341 (2.9%)
[  3] 91.0-92.0 sec   481 KBytes  3.94 Mbits/sec   0.724 ms    6/  341 (1.8%)
[  3] 92.0-93.0 sec   475 KBytes  3.89 Mbits/sec   0.617 ms    8/  339 (2.4%)
[  3] 93.0-94.0 sec   474 KBytes  3.88 Mbits/sec   0.748 ms    7/  337 (2.1%)
[  3] 94.0-95.0 sec   484 KBytes  3.96 Mbits/sec   0.723 ms    5/  342 (1.5%)
[  3] 95.0-96.0 sec   477 KBytes  3.90 Mbits/sec   0.580 ms   10/  342 (2.9%)
[  3] 96.0-97.0 sec   477 KBytes  3.90 Mbits/sec   0.578 ms    8/  340 (2.4%)
[  3] 97.0-98.0 sec   475 KBytes  3.89 Mbits/sec   0.669 ms    7/  338 (2.1%)
[  3] 98.0-99.0 sec   482 KBytes  3.95 Mbits/sec   0.606 ms    6/  342 (1.8%)
[  3] 99.0-100.0 sec   479 KBytes  3.93 Mbits/sec   0.596 ms    6/  340 (1.8%)
[  3] 100.0-101.0 sec   481 KBytes  3.94 Mbits/sec   0.612 ms    5/  340 (1.5%)
[  3] 101.0-102.0 sec   471 KBytes  3.86 Mbits/sec   0.930 ms    7/  335 (2.1%)
[  3] 102.0-103.0 sec   481 KBytes  3.94 Mbits/sec   0.694 ms    7/  342 (2%)
[  3] 103.0-104.0 sec   485 KBytes  3.97 Mbits/sec   0.686 ms    6/  344 (1.7%)
[  3] 104.0-105.0 sec   471 KBytes  3.86 Mbits/sec   0.554 ms   11/  339 (3.2%)
[  3] 105.0-106.0 sec   482 KBytes  3.95 Mbits/sec   0.623 ms    6/  342 (1.8%)
[  3] 106.0-107.0 sec   478 KBytes  3.92 Mbits/sec   0.604 ms    3/  336 (0.89%)
[  3] 107.0-108.0 sec   485 KBytes  3.97 Mbits/sec   1.152 ms    7/  345 (2%)
[  3] 108.0-109.0 sec   477 KBytes  3.90 Mbits/sec   0.615 ms    7/  339 (2.1%)
[  3] 109.0-110.0 sec   479 KBytes  3.93 Mbits/sec   0.577 ms    5/  339 (1.5%)
[  3] 110.0-111.0 sec   478 KBytes  3.92 Mbits/sec   0.666 ms    9/  342 (2.6%)
[  3] 111.0-112.0 sec   477 KBytes  3.90 Mbits/sec   0.706 ms    8/  340 (2.4%)
[  3] 112.0-113.0 sec   477 KBytes  3.90 Mbits/sec   0.637 ms   11/  343 (3.2%)
[  3] 113.0-114.0 sec   467 KBytes  3.82 Mbits/sec   0.611 ms    9/  334 (2.7%)
[  3] 114.0-115.0 sec   481 KBytes  3.94 Mbits/sec   0.633 ms    9/  344 (2.6%)
[  3] 115.0-116.0 sec   477 KBytes  3.90 Mbits/sec   0.690 ms    6/  338 (1.8%)
[  3] 116.0-117.0 sec   479 KBytes  3.93 Mbits/sec   0.596 ms    0/  334 (0%)
[  3] 117.0-118.0 sec   485 KBytes  3.97 Mbits/sec   0.590 ms    1/  339 (0.29%)
[  3]  0.0-118.4 sec  55.2 MBytes  3.91 Mbits/sec   0.580 ms  502/39851 (1.3%)
